"keywords","budget","genres","original_language","overview","production_companies","production_countries","runtime","title","rating"
"london england, rock and roll, single parent, rap music, bachelor, becoming an adult, friendship, single","27000000","Drama, Comedy, Romance","en","Will Freeman is a hip Londoner who one day realizes that his friends are all involved with the responsibilities of married life and that leaves him alone in the cold. Passing himself off as a single father, he starts to meet a string of single mums, confident in his ability to leave them behind when they start to ask for a commitment. But Will's hope of a continued bachelorhood is interrupted when he meets 12-year old Marcus, in many ways his complete opposite.","Universal Pictures","United Kingdom, United States of America","101.0","About a Boy","6.6"
"japan, martial arts, samurai, blackmail, sword, geisha, revenge, blood, violence","0","Adventure, Drama, Action","ja","ZatГґichi is a 19th century blind nomad who makes his living as a gambler and masseur. However, behind this humble facade, he is a master swordsman gifted with a lightning-fast draw and breathtaking precision. While wandering, ZatГґichi discovers a remote mountain village at the mercy of Ginzo, a ruthless gang-leader. Ginzo disposes of anyone who gets in his way, especially after hiring the mighty samurai ronin, Hattori, as a bodyguard. After a raucous night of gambling in town, ZatГґichi encounters a pair of geishas--as dangerous as they are beautiful--who've come to avenge their parents' murder. As the paths of these and other colorful characters intertwine, Ginzo's henchmen are soon after ZatГґichi. With his legendary cane sword at his side, the stage is set for a riveting showdown.","Office Kitano, Saito Entertainment, Tokyo FM Broadcasting Company, Bandai Visual Company (JAPAN)","Japan","111.0","Zatoichi","7.3"
"corruption, adultery, robbery, horse race, wife husband relationship, secret, way of life, sniper, ex-detainee, marriage crisis, femme fatale, bag of money, crime, classic noir","320000","Drama, Action, Thriller, Crime","en","The Killing was Stanley KubrickвЂ™s first film with a professional cast and the first time he achieved public recognition as the unconventional director heвЂ™s now known for. The story is of ex-prisoners who plan to set up a racetrack so they can live a life without monetary worries. One of the more exceptional films of the 1950вЂ™s.","United Artists, Harris-Kubrick Productions","United States of America","85.0","The Killing","7.7"
"dude, prohibition, deception, new york city, apple, luck, dowager, high society, 1930s","2900000","Comedy, Drama","en","Damon Runyon's fairytale, sweet and funny, is told by director Frank Capra. Boozy, brassy Apple Annie, a beggar with a basket of apples, is as much as part of downtown New York as old Broadway itself. Bootlegger Dave the Dude is a sucker for her apples --- he thinks they bring him luck. But Dave and girlfriend Queenie Martin need a lot more than luck when it turns out that Annie is in a jam and only they can help: Annie's daughter Louise, who has lived all her life in a Spanish convent, is coming to America with a Count and his son. The count's son wants to marry Louise, who thinks her mother is part of New York society. It's up to Dave and Queenie and their Runyonesque cronies to turn Annie into a lady and convince the Count and his son that they are hobnobbing with New York's elite.","Franton Production","United States of America","136.0","Pocketful of Miracles","7.3"
"gymnastics, candelabrum, cat, lawyer, dog","0","Comedy, Drama, Thriller","en","The Roses, Barbara and Oliver, live happily as a married couple. Then she starts to wonder what life would be like without Oliver, and likes what she sees. Both want to stay in the house, and so they begin a campaign to force each other to leave. In the middle of the fighting is D'Amato, the divorce lawyer. He gets to see how far both will go to get rid of the other, and boy do they go far.","Gracie Films, Twentieth Century Fox Film Corporation","United States of America","116.0","The War of the Roses","6.7"
"brother brother relationship, denmark, robbery, bank, cook, donation, bread, explosive, nudity, chance, army, dark comedy, violence, poker game, bank robbery, hoodlum","0","Action, Comedy, Crime","da","An intent fast paced Danish dark comedy film about two separately motivated brothers who with their slightly psychopathic tendencies end up in a touchy situation. One brother gets in serious trouble after a bank robbery and begs the other brother for help.","Steen Herdel Filmproduktion","Denmark","91.0","In China They Eat Dogs","7.5"
"corruption, fortune teller, money transfer, money laundering, pottery, afterlife, spiritism","22000000","Fantasy, Drama, Thriller, Mystery, Romance","en","Sam Wheat is a banker, Molly Jensen is an artist, and the two are madly in love. However, when Sam is murdered by his friend and corrupt business partner Carl Bruner over a shady business deal, he is left to roam the earth as a powerless spirit. When he learns of Carl's betrayal, Sam must seek the help of psychic Oda Mae Brown to set things right and protect Molly from Carl and his goons.","Paramount Pictures","United States of America","127.0","Ghost","6.9"
"chocolate, factory worker, based on novel, candy, tv addicted person, overweight child, grandfather grandson relationship, factory, musical, single, teacher","3000000","Family, Fantasy","en","Eccentric candy man Willy Wonka prompts a worldwide frenzy when he announces that golden tickets hidden inside five of his delicious candy bars will admit their lucky holders into his top-secret confectionary. But does Wonka have an agenda hidden amid a world of Oompa Loompas and chocolate rivers?","Paramount Pictures, David L. Wolper Productions","United States of America","100.0","Willy Wonka & the Chocolate Factory","7.4"
"london england, new york, bomb, england, spy, sheriff, dual identity, secret identity, boat, drug traffic, tarot cards, heroin, crocodile, jamaica, secret mission, secret intelligence service, drug smuggle, voodoo, tombstone, aftercreditsstinger","7000000","Adventure, Action, Thriller","en","James Bond must investigate a mysterious murder case of a British agent in New Orleans. Soon he finds himself up against a gangster boss named Mr. Big.","United Artists, Eon Productions, Danjaq","United Kingdom","121.0","Live and Let Die","6.4"
"film business, screenplay, show business, film making, film producer, exotic island, monster, indigenous, ship, dinosaur","207000000","Adventure, Drama, Action","en","In 1933 New York, an overly ambitious movie producer coerces his cast and hired ship crew to travel to mysterious Skull Island, where they encounter Kong, a giant ape who is immediately smitten with the leading lady.","WingNut Films, Universal Pictures, Big Primate Pictures, MFPV Film","New Zealand, United States of America, Germany","187.0","King Kong 2","6.6"
"individual, paris, shyness, adultery, hotel, detective, lovesickness, job-hopping, hotel room, parent child relationship, night watchman, montmartre, shoe seller, brothel, amateur detective, repair, cinГ©mathГЁque franГ§aise, students' movement, balzac, army, secret love, extramarital affair, eiffel tower paris, may 68","350000","Comedy, Drama, Romance","fr","Baisers voles is the second of two films from the вЂAntonie-Doinel-ZyklusвЂ™ by French director Truffaut. The film depicts the life of a young twenty year old man whoвЂ™s life revolves around casual jobs and women, especially young violinist Christine Darbon (Claude Jade's screen-debut).","Les Films du Carrosse, Les Productions Artistes AssociГ©s","France","96.0","Stolen Kisses","7.4"
"individual, paris, record store, adolescence, lovesickness, parent child relationship, place de clichy, concert","0","Drama","fr","Now aged 17, Antoine Doinel works in a factory which makes records. At a music concert, he meets a girl his own age, Colette, and falls in love with her. Later, Antoine goes to extraordinary lengths to please his new girlfriend and her parents, but Colette still only regards him as a casual friend.","Ulysse Production, Town, Unitec Films","France","29.0","Antoine and Colette","7.1"
"london england, child abuse, street gang, runaway, child labour, children's home, orphanage, thief, violence, good and bad, child","50000000","Crime, Drama, Family","en","Oliver Twist the modern filmed version of Charles Dickens bestseller, a Roman Polanski adaptation. The classic Dickens tale, where an orphan meets a pickpocket on the streets of London. From there, he joins a household of boys who are trained to steal for their master.","R.P. Productions, ETIC Films, Runteam III Ltd.","Czech Republic, France, Italy, United Kingdom","130.0","Oliver Twist","6.7"
"paris, adultery, job-hopping, japanese, expensive restaurant, 1970s, infidelity, brothel, daily life, life planning, music teacher, married couple, fetish, violin, marriage crisis, neglect of one's spouse, routine, independent film, pregnancy, relationship, divorce, extramarital affair","0","Comedy, Drama, Romance","fr","Bed and Board depicts Christine and Antoine having just gotten married yet things fall apart as they are unfaithful.","Valoria Films, Fida cinematografica","France","100.0","Bed and Board","7.2"
"paris, adultery, bookshop, print shop, printer, cemetery, 1970s, becoming an adult","0","Comedy, Drama, Romance","fr","Antoine Doinel is now more than thirty. He divorces from Christine. He is a proofreader, and is in love with Sabine, a record seller. Colette, his teenager love, is now a lawyer. She buys Antoine's first published autobiographical novel. They meet again in a station...","Les Films du Carrosse","France","89.0","Love on the Run","6.9"
"london england, scotland, scotland yard, handcuffs, secret, entertainer, intelligence, cabaret, secret agent, murder, fugitive, train, memorization, manhunt, handcuffed together, held against will, bickering couple, wrongly accused","0","Action, Thriller, Mystery","en","While on vacation in London, Canadian Richard Hannay becomes embroiled in an international spy ring related to the mysterious ""39 steps."" Then he meets agent Annabella Smith, who is soon killed in his apartment. He must elude the police, who are hunting him for murder, while he tries to stop Professor Jordan from sending secrets out of the country. Hannay is assisted by Pamela, an unwilling accomplice who discovers the truth.","Gaumont British Picture Corporation, The Criterion Collection","United Kingdom","86.0","The 39 Steps","7.4"
"individual, suicide, southern usa, adultery, mississippi, depression, jealousy, wife husband relationship, dying and death, alcoholic","3000000","Drama, Romance","en","Brick, an alcoholic ex-football player, drinks his days away and resists the affections of his wife, Maggie. His reunion with his father, Big Daddy, who is dying of cancer, jogs a host of memories and revelations for both father and son.","Avon Production, Metro-Goldwyn-Mayer (MGM)","United States of America","108.0","Cat on a Hot Tin Roof","7.6"
"prison, show business, entertainer, fbi, blackmail, tv show, public, studio, receptionist","20000000","Comedy, Drama","en","Aspiring comic Rupert Pupkin attempts to achieve success in show business by stalking his idol, a late night talk-show host who craves his own privacy.","Twentieth Century Fox Film Corporation, Embassy International Pictures","United States of America","109.0","The King of Comedy","7.6"
"berlin, music record, jewry, resistance, show business, in love with enemy, zurich, switzerland, radio station, musical","0","War, Drama, Romance","de","Lili Marleen is the story of a German singer named Wilkie who while working in Switzerland falls in love with a Jewish composer named Robert whoвЂ™s family is helping people to flee from the Nazis. Roberts family is skeptical of Walkie thinking she could be a Nazi as she becomes famous for singing Lili Marleen.","Roxy Film, Bayerischer Rundfunk (BR), Rialto Films, CIP Filmproduktion GmbH","Germany","120.0","Lili Marleen","5.6"
"love triangle, italy, film business, capri, cinecittГ , villa, film making, film producer, screenwriter, jealousy, car crash, divorce","900000","Drama","fr","Screenwriter Paul Javal's marriage to his wife Camille disintegrates during a film production as she spends time with its producer.","Rome Paris Films, Les Films Concordia, Compagnia Cinematografica Champion","France, Italy","103.0","Contempt","7.5"
"sexual obsession, prostitute, adultery, adolescence, drug abuse, sexual abuse, madrid, paraplegic, bus, pregnancy and birth","0","Drama, Romance, Thriller","es","A scorned ex-convict forces himself into the lives of the couple who put him behind bars.","El Deseo, France 3 CinГ©ma, CiBy 2000","France, Spain","103.0","Live Flesh","7.2"
"double life, dc comics, dual identity, chemical, crime fighter, fictional place, gotham city, superhero, super powers","35000000","Fantasy, Action","en","The Dark Knight of Gotham City begins his war on crime with his first major enemy being the clownishly homicidal Joker, who has seized control of Gotham's underworld.","PolyGram Filmed Entertainment, The Guber-Peters Company, Warner Bros.","United Kingdom, United States of America","126.0","Batman","7.0"
"paris, journalist, running, car thief, marseille, journalism, newspaper, smoking, hotel room, loss of lover, fight, dying and death, auto, friendship, financial transactions, extramarital affair, nouvelle vague, french noir","0","Drama, Crime","fr","A young car thief kills a policeman and tries to persuade a girl to hide in Italy with him.","SociГ©tГ© Nouvelle de CinГ©matographie, Les Films ImpГ©ria, Les Productions Georges de Beauregard","France","90.0","Breathless","7.7"
"runaway, in love with enemy, becoming an adult, robber, castle, daughter, forest, friendship, hostility, fairy-tale figure, mother daughter relationship, child","0","Adventure, Drama, Fantasy, Family","sv","Ronya lives happily in her father's castle until she comes across a new playmate, Birk, in the nearby dark forest. The two explore the wilderness, braving dangerous Witchbirds and Rump-Gnomes. But when their families find out Birk and Ronja have been playing together, they forbid them to see each other again. Indeed, their fathers are competing robber chieftains and bitter enemies. Now the two spunky children must try to tear down the barriers that have kept their families apart for so long.","AB Svenska Ord, AB Film-Teknik, Sveriges Television (SVT), Svensk Filmindustri (SF), Norsk Film","Sweden, Norway","126.0","Ronja Robbersdaughter","6.6"
"himalaya, martial arts, dc comics, crime fighter, secret identity, undercover, hero, loss of father, society, gotham city, vigilante, superhero, based on comic, rivalry, tragic hero, ninja, good vs evil, crime, super powers, haunted by the past, evil doctor, escapade, master villain, fighting crime, unfulfillment, love and romance, unfulfilled love","150000000","Action, Crime, Drama","en","Driven by tragedy, billionaire Bruce Wayne dedicates his life to uncovering and defeating the corruption that plagues his home, Gotham City.  Unable to work within the system, he instead creates a new identity, a symbol of fear for the criminal underworld - The Batman.","DC Comics, Legendary Pictures, Warner Bros., DC Entertainment, Syncopy, Patalex III Productions Limited","United Kingdom, United States of America","140.0","Batman Begins","7.5"
"schizophrenia, hippie, spain, cologne, brother sister relationship, suicide attempt, roommate, cinema, wave, shower, paranoia, dying and death, university, drug, celebration","250000","Drama","de","Lukas, a young schizophrenic man, has to deal with a new town, a new relationship, and the paranoia in his head.","Cameo Film- und Fernsehproduktion, Kunsthochschule fГјr Medien KГ¶ln (KHM)","Germany","107.0","The White Sound","7.0"
"based on novel, psychopath, horror, suspense, serial killer, psychological thriller, cannibal, fbi agent, animal in cast credits, cannibalism","19000000","Crime, Drama, Thriller","en","FBI trainee, Clarice Starling ventures into a maximum-security asylum to pick the diseased brain of Hannibal Lecter, a psychiatrist turned homicidal cannibal. Starling needs clues to help her capture a serial killer. but her Faustian relationship with Lecter soon leads to his escape, and now two deranged killers are on the loose.","Orion Pictures, Strong Heart/Demme Production","United States of America","119.0","The Silence of the Lambs","8.1"
"cheating, ransom, salesclerk, winter, kidnapping, auto, unsociability, police, north dakota, murder, money, car dealership, woodchipper","7000000","Crime, Drama, Thriller","en","Jerry, a small-town Minnesota car salesman is bursting at the seams with debt... but he's got a plan. He's going to hire two thugs to kidnap his wife in a scheme to collect a hefty ransom from his wealthy father-in-law. It's going to be a snap and nobody's going to get hurt... until people start dying. Enter Police Chief Marge, a coffee-drinking, parka-wearing - and extremely pregnant - investigator who'll stop at nothing to get her man. And if you think her small-time investigative skills will give the crooks a run for their ransom... you betcha!","PolyGram Filmed Entertainment, Working Title Films","United States of America","98.0","Fargo","7.7"
"sex, ransom, hostage, revolution, nudity, girlfriend, love, friends, debt, burglary, mansion, relationship, crime, political, boyfriend, messages, evicted","0","Drama, Comedy","de","Three activists cobble together a kidnapping plot after they encounter a businessman in his home.","Y3 Film, Coop 99, SГјdwestrundfunk, Arte","Austria, Germany","127.0","The Edukators","7.2"
"budapest, subway, love of one's life, vampire, bite, descendant, hostility, shootout, werewolf, blunt, fang vamp","22000000","Fantasy, Action, Thriller","en","Vampires and werewolves have waged a nocturnal war against each other for centuries. But all bets are off when a female vampire warrior named Selene, who's famous for her strength and werewolf-hunting prowess, becomes smitten with a peace-loving male werewolf, Michael, who wants to end the war.","Lakeshore Entertainment, Laurinfilm, Subterranean Productions LLC, Subterranean Productions UK Ltd., Underworld Produktions GmbH","Germany, Hungary, United Kingdom, United States of America","121.0","Underworld","6.6"
"prison, corruption, police brutality, prison cell, delinquent, parole board, escape from prison, wrongful imprisonment, framed for murder, 1940s","25000000","Drama, Crime","en","Framed in the 1940s for the double murder of his wife and her lover, upstanding banker Andy Dufresne begins a new life at the Shawshank prison, where he puts his accounting skills to work for an amoral warden. During his long stretch in prison, Dufresne comes to be admired by the other inmates -- including an older prisoner named Red -- for his integrity and unquenchable sense of hope.","Castle Rock Entertainment, Warner Bros.","United States of America","142.0","The Shawshank Redemption","8.5"
"italy, composer, opera, talent, musician, marriage crisis, god, murder, vienna austria, envy, 18th century","18000000","Drama, History, Music","en","The incredible story of genius musician Wolfgang Amadeus Mozart, told in flashback by his peer and secret rival Antonio Salieri вЂ“ now confined to an insane asylum.","Warner Bros.","United States of America","160.0","Amadeus","7.8"
"cyborg, shotgun, post-apocalyptic, dystopia, moral ambiguity, mental institution, violence, fictional war, morphing, nuclear weapons, shape shifter, savior, catch phrase","100000000","Action, Thriller, Science Fiction","en","Nearly 10 years have passed since Sarah Connor was targeted for termination by a cyborg from the future. Now her son, John, the future leader of the resistance, is the target for a newer, more deadly terminator. Once again, the resistance has managed to send a protector back to attempt to save John and his mother Sarah.","Lightstorm Entertainment, Pacific Western, Canal+, Carolco Pictures, T2 Productions","France, United States of America","137.0","Terminator 2: Judgment Day","7.7"
"pornography, prostitute, rape, police brutality, dream, ex-girlfriend, future, bodyguard, rapper, virtual reality, dystopia, minidisc, police, ex-cop, murder, cyberpunk, los angeles, violence, criminal, private detective, revolt, woman director","42000000","Crime, Drama, Science Fiction, Thriller","en","Set in the year 1999 during the last days of the old millennium, the movie tells the story of Lenny Nero, an ex-cop who now deals with data-discs containing recorded memories and emotions. One day he receives a disc which contains the memories of a murderer killing a prostitute. Lenny investigates and is pulled deeper and deeper in a whirl of blackmail, murder and rape. Will he survive and solve the case?","Lightstorm Entertainment","United States of America","145.0","Strange Days","6.8"
"new york, new year's eve, lovesickness, age difference, suicide attempt, office, flat, spaghetti, christmas party, winter, clerk, tennis racket, romantic comedy, extramarital affair","3000000","Comedy, Drama, Romance","en","Bud Baxter is a minor clerk in a huge New York insurance company, until he discovers a quick way to climb the corporate ladder. He lends out his apartment to the executives as a place to take their mistresses. Although he often has to deal with the aftermath of their visits, one night he's left with a major problem to solve.","United Artists, The Mirisch Company","United States of America","125.0","The Apartment","8.1"
"ocean, drug abuse, exotic island, east india trading company, love of one's life, traitor, shipwreck, strong woman, ship, alliance, calypso, afterlife, fighter, pirate, swashbuckler, aftercreditsstinger","300000000","Adventure, Fantasy, Action","en","Captain Barbossa, long believed to be dead, has come back to life and is headed to the edge of the Earth with Will Turner and Elizabeth Swann. But nothing is quite as it seems.","Walt Disney Pictures, Jerry Bruckheimer Films, Second Mate Productions","United States of America","169.0","Pirates of the Caribbean: At World's End","6.9"
"ocean, drug abuse, exotic island, east india trading company, love of one's life, traitor, shipwreck, strong woman, ship, alliance, calypso, afterlife, fighter, pirate, swashbuckler, aftercreditsstinger","0","Documentary","de","A documentary of the German National soccer teamвЂ™s 2006 World Cup experience that changed the face of modern Germany.","Little Shark Entertainment GmbH","Germany","107.0","Germany: A Summer's Fairytale","7.2"
"love triangle, poem, jealousy, age difference, baseball, trainer, sports team, pitcher, stadium, flirt, home run, sport, minor leagues","7000000","Comedy, Romance","en","Veteran catcher Crash Davis is brought to the minor league Durham Bulls to help their up and coming pitching prospect, ""Nuke"" Laloosh. Their relationship gets off to a rocky start and is further complicated when baseball groupie Annie Savoy sets her sights on the two men.","Orion Pictures, The Mount Company","United States of America","108.0","Bull Durham","6.6"
"gunslinger, showdown, fistfight, morality, u.s. marshal, battle, justice, one against many, quick draw, brawl, street shootout","730000","Western","en","High Noon is about a recently freed leader of a gang of bandits in the desert who is looking to get revenge on the Sheriff who put him in jail. A legendary western film from the Austrian director Fred Zinnemann.","United Artists, Stanley Kramer Productions","United States of America","85.0","High Noon","7.6"
"love triangle, corruption, spy, resistance, casablanca, emigration, visa, patriotism, nationalism, concentration camp, nazis, war, melodrama, film noir","878000","Drama, Romance","en","In Casablanca, Morocco in December 1941, a cynical American expatriate meets a former lover, with unforeseen complications.","Warner Bros.","United States of America","102.0","Casablanca","7.9"
"film business, screenplay, film producer, screenwriter, cinema, mass murder, los angeles","9000000","Comedy, Drama","en","A renowned New York playwright is enticed to California to write for the movies and discovers the hellish truth of Hollywood.","Twentieth Century Fox Film Corporation, Working Title Films, Circle Films","United Kingdom, United States of America","116.0","Barton Fink","7.4"
"ocean, california, sea, beach, surfer, hawaii, wave, sun, surfboard, lifestyle, extremsport","2600000","Documentary","en","Riding Giants is story about big wave surfers who have become heroes and legends in their sport. Directed by the skateboard guru Stacy Peralta.","USA","France, United States of America","105.0","Riding Giants","7.6"
"black people, hip-hop, block party, megaphone, classroom, brass band, stage","3000000","Comedy, Documentary, Music","en","The American comedian/actor delivers a story about the alternative Hip Hop scene. A small town Ohio manвЂ™s moves to Brooklyn, New York, to throw an unprecedented block party. Filmed with inspiration from the 1973 documentary Wattstax.","Yari Film Group","United States of America","100.0","Dave Chappelle's Block Party","6.5"
"individual, brother brother relationship, gambling, montana, journalist, prohibition, fishing, fly fishing, pastor","0","Drama","en","A River Runs Through is a cinematographically stunning true story of Norman Maclean. The story follows Norman and his brother Paul through the experiences of life and growing up, and how their love of fly fishing keeps them together despite varying life circumstances in the untamed west of Montana in the 1920's.","Columbia Pictures","United States of America","123.0","A River Runs Through It","7.0"
"based on novel, nevada, coming out, farm, reno, lesbian, divorce, lgbt, woman director","350000","Drama, Romance","en","The story of straight-edge literature professor Vivian who travels to Reno to get away from a relationship breakup when she falls in love with an attractive and unconventional girl named Cay.","The Samuel Goldwyn Company, Desert Hearts Productions","United States of America","96.0","Desert Hearts","6.7"
"saving the world, artificial intelligence, man vs machine, cyborg, killer robot, sun glasses, leather jacket, nanotechnology, rocket launcher, firemen, veterinarian, fire engine, dystopia, psychiatrist","200000000","Action, Thriller, Science Fiction","en","It's been 10 years since John Connor saved Earth from Judgment Day, and he's now living under the radar, steering clear of using anything Skynet can trace. That is, until he encounters T-X, a robotic assassin ordered to finish what T-1000 started. Good thing Connor's former nemesis, the Terminator, is back to aid the now-adult Connor вЂ¦ just like he promised.","Columbia Pictures, Intermedia Films, Warner Bros., C-2 Pictures, IMF Internationale Medien und Film GmbH & Co. 3. Produktions KG, Mostow/Lieberman Productions","Germany, United Kingdom, United States of America","109.0","Terminator 3: Rise of the Machines","5.9"
"life and death, love at first sight, broken engagement, fireworks, religion and supernatural, teenage crush, fate, doctor, millionaire","90000000","Fantasy, Drama, Mystery","en","When the grim reaper comes to collect the soul of megamogul Bill Parrish, he arrives with a proposition: Host him for a ""vacation"" among the living in trade for a few more days of existence. Parrish agrees, and using the pseudonym Joe Black, Death begins taking part in Parrish's daily agenda and falls in love with the man's daughter. Yet when Black's holiday is over, so is Parrish's life.","Universal Pictures, City Light Films","United States of America","178.0","Meet Joe Black","6.9"
"casino, thief, revenge, heist, las vegas, pretending to be rich, labor strike","85000000","Crime, Thriller","en","Danny Ocean's team of criminals are back and composing a plan more personal than ever. When ruthless casino owner Willy Bank doublecrosses Reuben Tishkoff, causing a heart attack, Danny Ocean vows that he and his team will do anything to bring down Willy Bank along with everything he's got. Even if it means asking for help from an enemy.","Village Roadshow Pictures, Section Eight, Jerry Weintraub Productions, Warner Bros.","United States of America","122.0","Ocean's Thirteen","6.5"
"gambling, perfect crime, casino, new year's eve, robbery, italo-american, rat pack, thief, car, hoodlum, duringcreditsstinger","0","Thriller, Music, Comedy, Crime","en","Ocean's Eleven is the 'Rat-Pack' comedy about robber Danny Ocean and his gang's attempt to rob the five biggest casinos in Las Vegas.","Warner Bros., Dorchester","United States of America","127.0","Ocean's Eleven","6.6"
"paris, date, mexico, sex, jealousy, dream, subconsciousness, magic, nudity, nightmare, cloud, love, travel, escape, art, imagination, insecure","6000000","Comedy, Drama, Fantasy","fr","A man entranced by his dreams and imagination is lovestruck with a French woman and feels he can show her his world.","Gaumont, France 3 CinГ©ma, Canal+, TPS Star, Partizan Films, Mikado Film","France, Italy","105.0","The Science of Sleep","6.8"
"sheriff, small town, gun, marshal, deputy, murder, jail, stagecoach, gambler, cripple, gunfighter, two guns belt","0","Western","en","The sheriff of a small town in southwest Texas must keep custody of a murderer whose brother, a powerful rancher, is trying to help him escape. After a friend is killed trying to muster support for him, he and his deputies - a disgraced drunk and a cantankerous old cripple - must find a way to hold out against the rancher's hired guns until the marshal arrives. In the meantime, matters are complicated by the presence of a young gunslinger - and a mysterious beauty who just came in on the last stagecoach.","Warner Bros.","United States of America","141.0","Rio Bravo","7.6"
"london england, female nudity, women, countryside, based on novel, subway, provence, country house, writing, innkeeper, generations confilct, dying and death, daughter, swimming pool, murder, suspense, author, drug","7800000","Thriller, Crime","en","In the middle of this amusing thriller is a relationship between two different types of females, one is a well know British author and the other is a sex-crazed French teen. The two get into some relationship trouble while living together in this film of psychological imagery and an erotic exploration of the female body.","France 2 CinГ©ma, Canal Plus, FidГ©litГ© Productions, Gimages, FOZ, Headforce Ltd.","France, United Kingdom","102.0","Swimming Pool","6.5"
"poison, love at first sight, marriage proposal, undercover, patriotism, rio de janeiro, wine cellar, fbi, atomic bomb, staircase, nazis, daughter, suspense, espionage, millionaire, intoxication, film noir","2000000","Thriller, Drama, Romance","en","Released shortly after the war, this classic Hitchcock film illustrates the battle between German Nazis and American spies in Rio de Janeiro where a German businessman keeps a wine cellar with uranium ore.","RKO Radio Pictures","United States of America","102.0","Notorious","7.8"
"detective, undercover, security camera, carousel , investigation, weapon, sequel, rescue, counterfeit, shootout, dirty cop, gunfight, los angeles, explosion, violence, foot chase, framed, car chase, secret service, amusement park, roller coaster, beverly hills, buddy comedy","50000000","Action, Comedy, Crime","en","Back in sunny southern California and on the trail of two murderers, Axel Foley again teams up with LA cop Billy Rosewood. Soon, they discover that an amusement park is being used as a front for a massive counterfeiting ring вЂ“ and it's run by the same gang that shot Billy's boss.","Paramount Pictures, Eddie Murphy Productions","United States of America","104.0","Beverly Hills Cop III","5.5"
"suicide, rome, resistance, loss of lover, fascism, drug addiction, curfew, deserter, lover (female), nazis","0","Drama, History","it","Open City is a landmark in film history. Filmed in secrecy during the Nazi occupation of Italy, the film shows a realistic portrayal of the underground resistance in Italy in 1945. The film has strong impacting imagery with itвЂ™s mix of fiction and reality that strengthened Italian Neo-realism and the film industry.","Minerva Film SpA, Excelsa Films","Italy","100.0","Rome, Open City","7.9"
"bachelor, ex-boyfriend, ex-girlfriend, anonymous letter, midlife crisis, amateur detective, it-expert, veterinarian, unsociability, independent film","10000000","Comedy, Drama, Mystery, Romance","en","As the devoutly single Don Johnston is dumped by his latest girlfriend, he receives an anonymous pink letter informing him that he has a son who may be looking for him.","Bac Films, Focus Features, Five Roses","France, United States of America","105.0","Broken Flowers","6.8"
"christianity, moon, responsability, moses, street gang, lovesickness, journalism, new love, faith, prayer, god, car crash","80000000","Fantasy, Comedy","en","Bruce Nolan toils as a ""human interest"" television reporter in Buffalo, N.Y. Despite his high ratings and the love of his beautiful girlfriend, Grace, Bruce remains unfulfilled. At the end of the worst day in his life, he angrily ridicules God -- and the Almighty responds, endowing Bruce with all of His divine powers.","Universal Pictures, Spyglass Entertainment, Shady Acres Entertainment, Pit Bull Productions","United States of America","101.0","Bruce Almighty","6.4"
"life and death, corruption, street gang, rape, sadistic, lovesickness, sexual abuse, money laundering, opium","30000000","Drama, Crime","en","A former Prohibition-era Jewish gangster returns to the Lower East Side of Manhattan over thirty years later, where he once again must confront the ghosts and regrets of his old life.","Warner Bros., The Ladd Company","United States of America, Italy","229.0","Once Upon a Time in America","8.3"
"berlin, loss of mother, becoming an adult, deaf-mute, translation, clarinet, conservatory, bicycle accident, deafness, dying and death, rest, daughter, concert, teenage crush, family, disabled, woman director, sign language, child","0","Drama","de","Beyond Silence is about a family and a young girlвЂ™s coming of age story. This German film looks into the lives of the deaf and at a story about the love for music. A girl who has always had to translate speech into sign language for her deaf parents yet when her love for playing music grows strong she must decide to continue doing something she cannot share with her parents.","Roxy Film, Bayerischer Rundfunk","Germany","109.0","Beyond Silence","6.5"
"canada, small town, autism, sadness, dying and death, funeral, unsociability, hostility, revenge, car crash, independent film, snow, hospital, responsibility","12000000","Romance, Drama","en","A drama focused on the friendship between a high-functioning autistic woman and a man who is traumatized after a fatal car accident.","Revolution Films, Rhombus Media","Canada, United Kingdom","112.0","Snow Cake","7.3"
"white russian, sex, dc comics, beauty, sexism, basketball, superheroine, female protagonist, evil corporation, catwoman, masked superhero, cat lady","100000000","Action, Crime","en","Liquidated after discovering a corporate conspiracy, mild-mannered graphic artist Patience Phillips washes up on an island, where she's resurrected and endowed with the prowess of a cat -- and she's eager to use her new skills ... as a vigilante. Before you can say ""cat and mouse,"" handsome gumshoe Tom Lone is on her tail.","Village Roadshow Pictures, DiNovi Pictures, Warner Bros., Frantic Films, Maple Shade Films, Catwoman Films","United States of America","104.0","Catwoman","4.2"
"killing, sports car, go-go dancer, eroticism, kidnapping, independent film, b movie, exploitation film","45000","Action, Crime","en","Three strippers seeking thrills encounter a young couple in the desert. After dispatching the boyfriend, they take the girl hostage and begin scheming on a crippled old man living with his two sons in the desert, reputedly hiding a tidy sum of cash. They become house guests of the old man and try and seduce the sons in an attempt to locate the money, not realizing that the old man has a few sinister intentions of his own.","Eve Productions Inc.","United States of America","83.0","Faster, Pussycat! Kill! Kill!","6.5"
